##	word	mix	|	G0								|	G3								|	G6							
242	IC	82	|	3	1	2	2	1	4	2	2	|	2	2	1	1	3	4	1	3	|	1	2	1	3	1	4	4	1
243	ID	83	|	2	1	2	2	1	5	1	3	|	3	2	1	1	3	4	2	1	|	1	1	2	2	2	4	4	1
244	IE	84	|	2	1	2	2	1	6	1	2	|	2	2	1	1	3	5	1	2	|	6	2	1	3	2	1	1	1
245	IF	85	|	2	2	1	3	1	1	2	5	|	2	2	1	1	3	6	1	1	|	1	2	1	3	2	1	5	2
246	IG	86	|	3	2	1	3	1	1	3	3	|	1	2	1	1	4	1	1	6	|	6	1	2	2	3	1	1	1
247	IH	87	|	4	2	1	3	1	1	4	1	|	2	2	1	1	4	1	2	4	|	1	1	2	2	3	1	5	2
248	II	88	|	2	1	2	2	2	1	2	5	|	3	2	1	1	4	1	3	2	|	1	2	1	3	2	2	5	1
249	IJ	89	|									|	1	2	1	1	4	2	1	5	|	1	1	2	2	3	2	5	1
250	IK		|									|	2	2	1	1	4	2	2	3	|	5	2	1	3	3	1	1	1
251	IL	8L	|	1	1	2	2	2	2	1	6	|	3	2	1	1	4	2	3	1	|	5	1	2	2	4	1	1	1
252	IM		|	1	2	1	3	1	3	1	5	|	1	2	1	1	4	3	1	4	|	4	2	1	3	4	1	1	1
253	IN	8N	|									|	2	2	1	1	4	3	2	2	|	4	1	2	2	5	1	1	1
254	IO		|	3	2	1	3	1	3	3	1	|	1	2	1	1	4	4	1	3	|	3	2	1	3	5	1	1	1
255	IP		|	1	1	2	2	2	3	1	5	|	2	2	1	1	4	4	2	1	|	3	1	2	2	6	1	1	1
256	IQ		|	1	2	1	3	1	4	1	4	|	1	2	1	1	4	5	1	2	|	2	2	1	3	6	1	1	1
257	IR		|									|	1	2	1	1	5	1	2	4	|	1	1	2	3	1	1	3	5
258	IS	8S	|									|	2	2	1	1	5	1	3	2	|	2	1	2	3	1	1	4	3
259	IT		|									|	1	2	1	1	5	2	2	3	|	3	1	2	3	1	1	5	1
